#1 tweet_content	#2 country_label
اللهم اغفر له وارحمه	Algeria
لا يا صحبى قول بس	Iraq
موش راح يكون خادم الشعب راحت عليه باى باى لاى لاى	Algeria
مونيكا البطل بىلوتشى	Egypt
شكرا للايام الى علمتنى ان كلام البعض مجرد كلام لا اكثر ولا اقل	Iraq
اقبح عقل يمر عليا كيف يفكر ذا الانسان مايمن بانسان مثله مايتغير بيوم وليله ماشاءالله العقل المعتوه	Saudi_Arabia
حسابى واضح شخصى   صورتى واسمى ومحل سكناى بعد شو بدكم اكثر من هيك	Iraq
سبحان الله وبحمده عدد خلقه ورضى نفسه وزنه عرشه ومداد كلماته	Saudi_Arabia
كل عام وانت بالف خير حبىبى ينعاد عليك بالخير والسعاده والنجاح والصحه	Syria
الطائره تاع هذاك ما تطيحش زعما	Algeria
معرفتش صحاب الخاريج باش كحسو ملى كعطيو صابونه باكيه قهوه لواحد فلمغريب مخدامش وعندو	Morocco
الله لايوفقكم متت	Saudi_Arabia
اذا كان لك ثقه بنفسك فانك ستلهم الاخرين الثقه الثقه هى عامل اساسى للنجاح فى العمل مع اوريفليم الثقه فى الشركه	Tunisia
حتى تعادل ما راح نحصل فى ظل الغيابات وكذلك غياب الروح والجماعيه ننتظر تعدى الازمه فقط	Iraq
فى خاطريه حجى بس اخاف انام بالمركز الليله	Saudi_Arabia
هى بتروح ببلاش	Egypt
كل ما حدا ىقلى خاله بقلو انا شهد ما خاله	Syria
اكثر ما ستندم عليه انك كنت تمر على الفرح مرورا عابرا وتعيش الحزن بادق تفاصيله	Syria
ناهو خر	Iraq
نعم واد البنات	Egypt
يخربيتك وصلت لنانسى	Lebanon
شد فرامل اليد ال المانى التخميسه امرىكى	Egypt
وظيفه ترغب بتجربتها مصوره على مستوى عالى	Saudi_Arabia
مباريات دوليه وديه منتخب نيجيريا يتعادل ايجابيا مع نظيره منتخب البرازيل بهدف لكل منهما على الملعب الوطنى بسنغافوره فى مباراه دوليه وديه احرز هدف النسور الوحيد اللاعب جو اريبو بينما تعادل اللاعب كاسيميرو لصالح منتخب السامبا	Tunisia
هذا البعثى القذر يجب ان يحاسب هو واخوه القذر اثيل اولاد النجىسى	Iraq
ذى انا لو تحولت قطوه	United_Arab_Emirates
ننقنها العزوبيه صعبه	Libya
بالمختصر افلام تاع الهنودا حق ربى راح ىخلونى نخرج من عقلى زعما صح لا يكذبو علينا حوحى يانا قالها ىعنى احبك كثيرا	Algeria
وانما هيبه الاسلام فى العزه بالنفس لا بالمال وفى بذل الحياه لا فى الحرص عليها وفى اخلاق الروح لا فى اخلاق اليد	Jordan
توركه كان ئاواز ملده كه  حه سه زره كان كردووه ته سروودى نه ته وه ان	Iraq
اذا كان داء العبــد حــب مليــكه فمــن دونه يرجــى طبيبا مداويا	Egypt
تقبل الله صاحب الصوره التى رمز بها للجيل الجديد الذى عقد عليه الامل فى تجاوز الاحقاد والفرقه والضغائن الشهيد ابو نزار كانت يداه لا تكل ان عن غرس الامل فى نفوس الجميع وكانت درب الكفاح خياره الاوحد تقبله الله فى دار الخلود	Syria
ها هى الحياه تعود للموصل بفضل القوات العراقيه وحشدنا المقدس الى كل من يدافع عن داعش وتوابعها	Iraq
اترك لىكى حق الرد	Egypt
بس هو فاخر	Egypt
القروب الى فات اول مره نخشلهم وقفو قعدت نشبح ورايا نسحابهم شافو حاجه تانيه طلعو لان هكى متعودين يديرو للابله فى المدرسه	Libya
شعل مخابرات بقى	Egypt
نگفتم فت نداره ول قبول نمردن سامسونگ رو بخر	Iraq
اكيد عميدتكم فمينست ولا	Libya
كامىنى بدا يستقعد	United_Arab_Emirates
يا روحى شو بحبو هوى والنكد تبعو	Syria
من سنين اتولد احلى ناس فى المجره الكونيه حصلت على لقب خالتوو	Egypt
سالته كيف يمكن لقلبى ان يتسع لكل هذا الالم فجاوبنى انظر لعينيك كم هى صغيره ولكنها ترى الكون	Egypt
مبروك نجاحك موسى هارون المرىمى جيدجدا ربى ايوفقك يارب ويحميك	Libya
النور نورك عنى افداك	United_Arab_Emirates
لمن دخلت كــلــيــه الــهــنــدســه عرفــت الــمــعــنــى	Iraq
اتسائل اذا هذا حب كيف ستكون الكراهيه	United_Arab_Emirates
سىنقذنى الله كما يفعل بكل مره انا اثق به	Egypt
كنت عايزه اعرف ازاى اشترك فى وما هى قيمه الضريبه على الفاتوره	Egypt
راجع معلوماتك حبىبى المنتخبات الاسيويه افضل بكثير من المنتخبات الافريقيه	Iraq
احكو لعبد الهادى راجى المجالى على مقاله اليوم ما يتفلسف لانو الشعب بلجا للملك عشان يساعدوا يسمعوا عشان الفساد والمحسوبيه الظالمه	Jordan
لما بدخل تويتر بحس ان ليه ناسه والله	Egypt
ان الله اذا اراد امرا هيا له اسبابه وازال عواقبه واتم ـه اللهم هيا لامانينا الاسباب وحققها لنا	Kuwait
ما احدثت بعدنا يا عادل	Oman
شيء كنت فاهمه غلط وانا صغير ان الحياطين لها اذان	Iraq
وقت اللياقه اليوم الجبال وصلت القمه فى ربع ساعه وحاط رجل على رجل وهذى دىرتى تحت هداده نجران	Saudi_Arabia
قل الله اسرع مكرا	Egypt
الله يرحمه ويغمد روحه فى الجنه عظم الله لكم الاجر	Oman
رحمه الله كان اول حكمه دكتاتورا تاب فى اخر حكمه لكن بعد فوات الاوان مع ذلك كان سدا امام الفرس والطائفيه الشيعيه المقيته	Morocco
اخبار وثقافه الجنوب المغربى مباراه لولوج المعاهد العليا للمهن التمريضيه وتقنيا	Morocco
العب هاكل اللعب	Tunisia
فعلا يومى من غير الناس اللى بحبهم ملوش لازمه ربنا يخليلى صحابى وحبايبى اللى بيحلو الدنيا اللى فيها	Egypt
طابو كان ذر خطاب شعبوى محض راه لهراطك هدو هدره منبعد حا للبويره خطاب اخر موازى قتلك مكاش عندو شرعيه شعبيه الدليل ان الشعب نساه لوكان كان صح قائد كانت هدره اخرى	Algeria
الباندا هتلاقو الميكروباص	Egypt
اى عين الله يهداك وانت لى الصبح شغال بالسنابات	Kuwait
مازال العمر قدامك ما شفتى شى	Libya
كل امر الله خيره وواجب الحمد والشكر	Oman
الزعيم ثم العالمى	Syria
حراك مارس بدات انوار جمعه الاصرار التاكيد على الاخوه بين الجيش والشعبى تعطى ثمارها قاءد الجيش بنفس لغه الشعب الماده انه نجاح باهر	Algeria
احشفا وسوء كيله	Algeria
سلام عليكم قمت بتجديد جوازى عن طريق ابشر كيف استلمه	Syria
من تكون يسرى هذه من اين اتيت بها اخ ناصر	Algeria
حققتا فر نم همونم ول انجا فعال ترم اونا فقط اخبار بارسا رو دنبال منم انجا خل راحتم حرفامو مزنم	Yemen
معظم البيوت العربيه لا تهل بناتها لبناء شخصيات مستقله ماديا فكريا هم ها ليس صنع انسان قوى معيل لذاته	Algeria
ليشش هيك بسرعه خلصت مالحقنا نفرح	Palestine
ما قالو قحت هى الوقفتو	Yemen
الذكر من افضل الاعمال وافضله قراءه القران ثم ما شرعه الله لعباده من التسبيح والتحميد والتهليل والتكبير وقول لاحول ولاقوه الابالله والدعاء من الذكر	Saudi_Arabia
اوعى تكون مجرد قلب حلو لا طايل سما ولا ارض حلاوتهـ انكـ تعم ره حب	Libya
هل تريد ان تحط خطاياك وان كانت مثل زبد البحر فقل سبحان الله وبحمده مره	Saudi_Arabia
لسه  ولا قله دلوقتى	Egypt
جديده هذى اوذى فى ولده عندو اكثر من ولد على كل حال	Algeria
بتوع قادمون كانوا بيقولوا مختار هيسيب الماتش وطارق ضيع على المختلط دورى  اهو بانت لبتها اهيه قمه العهر والتعريص الكروى دمتم بوابين زلو	Egypt
انا ايضا انضم السيتيزاويه الجدد	Iraq
اراك باحلامى وسجوه خاطرى اراك كمالى بل حىاتى وما غريق انا فى بحر لا ازل بدونك يا عمرى مدى العمر صاديا خاص هى على	Syria
هى ضحكه كذابه	Algeria
فى وجهه نظرى البرازيل تستحق الفوز فربما اكثر منتخب حاول التسجيل فى هذه مباراه واحده فى هذه النسخه من المونديال البرازيل كوستاريكا	Morocco
يارب مع روده جوك برد على قبور الراح لين يالله	Saudi_Arabia
الاشياء الجميله بداخلك انت وليست فى الاحداث فعندما تمتلك نفسا جميله فانت ترى شيء جميل	Libya
ربع النهائى كاس الاتحاد الانجلىزى ليفربول بلاكبيرن ريدينج برادفورد مان يونايتد ارسنال ويست بروم استون فيلا	Kuwait
اذا الحب مو من داخل الانسان ماينفع معه دورات	Kuwait
تفاهه بقى بااك تيم المباحث ومهرجان فولورز	Egypt
السلام عليكم لا                              صباح الخير	Oman
قال نبينا الكريم صلى الله عليه وسلم انما اهلك الذين قبلكم انهم كانوا اذا سرق فيهم الشريف تركوه واذا سرق فيهم الضعيف اقاموا عليه الحد	Morocco
سلم امرك لله وابدا يومك بشرب قهوتك وتفالك	Saudi_Arabia
دما لدما ئرم لگما لم ببور من زمانم لال  دم لا زر شم لا نامن نم گفتوگ	Iraq
بالطاعه براحه البال مش اكتر من كدا	Egypt
ياقصص جوليا بطرس	Libya
انقطعت حبال افكارى وش السوات الحين	Saudi_Arabia
رغم انى يعتبر منمتش بقالى يومين الا ساعتين تلاته ولكن مش عارف انام من كتر الانبساط	Egypt
اضفت فيديو الى قائمه تشغيل على اجمل زفه خليجيه للفنانه	Yemen
انما توعدون لواقع المرسلات	Saudi_Arabia
تغار من ايه ياشماتت ابله ظاظا فيك	Saudi_Arabia
الديب السىسى خصص طائره خاصه لنقل مبارك للمركز الطبى المصرى اليوم	Egypt
لا احسه مو صحيح عناد	Syria
عمرك ما هتبقى باشا غير بحب الناس	Egypt
والقلب يصدا كالحد يد فلا يئن ولا يحن	Algeria
انا معاهم الثقيـل العاقـل الهـادى وانا معك الطفـل الفوضـوى المزعج	United_Arab_Emirates
من ضيق الدنيا الى رحمه الله الواسعه الصبر والسلوان لاهله وذويه ومحبيه انا لله وانا اليه راجعون	Iraq
سبحان الله وبحمده	Kuwait
تمر بك ايام تشعر فيها بان كل شيء يثقل على صدرك الذين يحبونك والذين يكرهونك والذين يعرفونك والذين لا يعرفونك تشعر بالحاجه الى ان تكون وحيدا	Saudi_Arabia
مارس الدين الاسلامى اعظم دين كرم المراه بقول رسول الله صلى الله عليه وسلم من كان يمن بالله واليوم الاخر	Morocco
اللهم انى اسالك علما نافعا ورزقا طيبا وعملا متقبلا	Saudi_Arabia
بن عرفه اعتقد وقع مع فيورنتينا	Djibouti
اجمل مكان يستحق ال التعريف	Jordan
شو لسا فى موضوع ما دحشتو فنانتكم فيه شو هالمقارنات السخيفه بس	Tunisia
يمعودين شو احنه غطينه بالقروض الربويه	Iraq
بدو خلف احسن منى بشوو خلنى انغر عمى	Palestine
افضل المنتخبات اللى شايفها بتنافس بصراحه على البطوله هى المغرب اولا ثم الجزائر ثانيا	Egypt
هو اللبس بتاعه مفهوش مكان يطلع منه ايده ليهحد يخنق طفله كده	Egypt
الجحيم فارغ كل الشياطين هنا	Lebanon
اتكلم عن نفسى شخصيا لن اصل الى مكانه ابى بالمره لاننى اعتقد بانى غصن صغير جدا جدا من تلك الشجره المثمره المعطاء	Iraq
اصبحنا واصبح الملك لله	Qatar
مايشهد عليك ظالم رهوفه صح بدنك وتسلمين من كل شر يارب	Saudi_Arabia
للابد اكره شعور اللى احس انى نشبه احد احبه	Saudi_Arabia
هذا قبل شهر تقريبا فى تهامه عسير	Saudi_Arabia
هه قال الصمود قال	Libya
ليه كل شى ناقص بلاه ليه ما ىكملنى سواه لا ضعت من نفسى انا ليه لازم القانى معاه	Morocco
بارك الله فيك يمكن من كل بستان زهره	Oman
ىعنى انت كل الى مدايقك كلمت منسون وسبت الباقى احا	Egypt
الف مبروكك التاهل ملوكك	Saudi_Arabia
اشارت صحيفه النهار انه وللمره الاولى فى لبنان طل جمعى الاطباء الرساليين بدون حدود الاىرانى نشاطا بارزا فى المخيمات الفلسطينيه فى رساله مزدوجه التوج الى الداخل والخارج	Lebanon
ال ال ول الل صلى الله عليه وسلم اك الظ الظ ال يث لا وا لا وا لا اغ وا لا اب وا ون وا اد الل ان	Egypt
ما يخلص بقى انا زهجت	Egypt
اصلا ما فى علاقه بين اللغتين لىكنى انا الحمدلله حماره اكتر من اى حدا بالانجلىزى منيحه بالفرنسى	Tunisia
قمنا بالخير فى اشخاص لا يستحقونه	Algeria
ولسه فى قلبى كلام	Saudi_Arabia
مارك مو مبارك اللى جنب ساندى	Jordan
قلت ترانى اووككى لااه	United_Arab_Emirates
هوى انا جاى يوم السودان يوم  شنو خاتمه بتاع والله اكورك مدنيه براى	Iraq
مشكله الاسئله الى فى الورقه ان انا عارف ليه بتتسال صعب جدا اجاوب عليهابس مش مستحيل رساله على	Oman
فقاتلوا ائمه الكفر انهم لا ايمان لهم لعلهم مع الحشد للنهايه حشدنا قاهر الدواعش والبعثيه	Iraq
جمعيه الارشاد الاصلاح بشار فى افطارها للصائمين رمضان	Algeria
تسجيل صوتى لحسن نافعه وهو يحرض ضد مصر مقابل دولار للظهور فى الجزيره	Egypt
حان الل ال حمد له ال الل الل كبر ول لا با لل	Syria
ياشينها لا عافت النفس من شى ماتكره النفس لو كان غاالى	Saudi_Arabia
الظ ال ير	Algeria
ىوجعنى اساسا لكن بعد يصح نضربه اكيد	Libya
انطيك وجهه نظرى لو ماتحتاجها	Iraq
كانت لدى العديد من الهوايات التى امارسها بشغف كالرسم والطبخ والاعمال اليدويه والغناء رغم صوتى الخلاب وبالنسبه للطبخ فكان الاجمل حيث ان المطبخ كان بالفعل مكان السعاده بالنسبه لى كنت كلما اردت ان اصفى ذهنى اذهب هناك واصنع اما كارثه جديده او تحفه فنيه يشيد بها الجميع	United_Arab_Emirates
سنين رت زى الثوانى فى بك انت	Lebanon
عته فضى وهيحصلك كل حاجه وحشه فى الدنيا وترجع ندمان	Egypt
رئيس الوزراء يشارك فى افتتاح اعمال منتدى الدوحه	Somalia
اخبار وثقافه الجنوب المغربى تقرير موجز عن اليوم الدراسى حول تاريخ امجاض المن	Morocco
ايه ده انا ورايا امتحان الصبح اما اقوم امسك الموبايل شويه	Egypt
يومها نو ضلمت هى	Egypt
مزال عندك رصيد فى بنك القوىرى	Libya
هيك بىجى الواحد شلل نصفى وغير انو بدو ترجمه لكل شى	Palestine
مش هستحمل لا	Egypt
قالوا اهل مكه ادرى بشعابها كل واحد وكل وحده تحكى بلدها وتترك الناس فى همها وتكفين فلسفتها وبتجى كل حدا بدو ينظر فى بلد غيرو ومش عارف عن هل البلد قتلتونا بتطفلكن	Iraq
بع دد حروف القران وج ال گع به الرحن ادع اللهـ ان بارگ لگ فى اى اگ وان بلغگ رادگ صبااحگ ابتس اه لا تغادرگ ابدا	Iraq
نصيحه الشى اذا انتهى خل ىنتهى لا تسمح له بالرجوع ولا تحاول لان ماراح يكون مثل ما كان ابدا	United_Arab_Emirates
جمالك بس لو اعرف مين	Saudi_Arabia
كنت احسب قفلوا النت بس طلع محد يرسل لى	Oman
الل ائ ون الن ال ين وا وا وا يم	Morocco
مرحبا شكرا على تواصلك معنا يمكنك زياره موقعنا الالكترونى للتعرف على الفرص الوظيفيه الجديده وتقديم طلبك للوظائف المناسبه لك نتمنى لك كل التوفيق	United_Arab_Emirates
ايلول رجل العنايه البطريرك الياس الحويك نجح بفضل ايمانه الكبير بالله ومسبحته الورديه	Lebanon
مبندمش على حاجه علشان اللى راح مكنش ليا من الاول	Egypt
متين نخش كاس العالم ونسمع نشيد العلم من المدرجات السودان كاس العالم المدرجات فيصل العجب	Sudan
ما شاء الله بالبركه مصطفى الله يوفقك ويسعدك ويرزقك كل اللى تتمناه تستاهل كل خير	Oman
الناموسه تىجى تقف على اىدى اللى هو ابوس ايدك ماتضربىنى	Egypt
لا تباغضوا ولا تحاسدوا ولا تدابروا وكونوا عباد الله اخوانا ولا يحل لمسلم ان يهجر اخاه فوق ثلاثه ايام صحيح البخارى	Egypt
هه ترى اكتب	Iraq
ان مجالس اهل الخير يهابها شياطين الانس والجن قال رسول الله صلى الله عليه سلم عليك بالجماعه فانما ياكل الذئب القاصى	Oman
لان الفبسبوك اكبر سجن جماعى	Syria
بصراحه اسلوبك يدل على ثقافتك واخلاقك العاليه هذا اسلوب المفلس	Iraq
ما فى اجمل من انك تسمع العالم عم بتقول كل الاحزاب والتيارات المسيحيه تعاملت مع اسرائيل الا تيار المرده بكل فخر	Lebanon
اللهم سل منا لرمضان سل رمضان لنا تسل مه من متقب لا يا رب العالمين	Oman
اسال الله ان يمتعه بالصحه العافيه وان يرزقه حسن الخاتمه	Saudi_Arabia
ايعز عليك ان تكونين الر كن الذى اتصالح فيه مع الد نيا اكثير على ان اتيك نطفئ نهك باه استش عينيك نورا	Algeria
ناجحون بدوا من الصفر	Algeria
الرئيس بوتفليقه يستجيب لمطالب الشعب يعلن عدم ترشحه لولايه خامسه	Algeria
من افضل ما به ما يحدث فى الجزائر	Algeria
رحله اضافيه لليمنيه بين القاهره وعدن	Yemen
يوم لطيف الطف من باقى الايام	Palestine
اذا معهم خلاص ما يحتاج بس تقدم طلب معهم وبيوافقوا ان شاءالله لا والله اخويه معرف بس اذكر ربىعى كان معهم	Lebanon
يازين لهجتهم والله	Saudi_Arabia
شكرا تركى بن هذلول راعى الفزعه العجله ادام الله وجوده كحيلان	Syria
وانتم تسخرون اعلامكم لتمزق الصف الكوردى وزرع الفتنه منذ نشت ناليا من قبل مسسها شاسوار	Iraq
ان لله ما اخذ وله ما اعطى وكل شيء عنده باجل	Saudi_Arabia
فاما اليتيم فلا تقهر الضحى	Saudi_Arabia
عليه الصلاه والسلام	Iraq
نحذر من استخدام الاقنعه والخوذ لصد الغاز المسيل للدموع مما يعد هذا العمل عرقله لمفعول الغاز وهدر للمال العام غرد مثل خلف	Iraq
طلما بيضايقنا ىبقى لازم نبطل تفكير نحاول نرجع يحياتنا من قبله نشغل نفسنا بحاجه تخلينا نعدى الفتره دى	Egypt
واحنا ملناش حق نعيش	Egypt
لالالا ان شاء الله خير ربك كرييم ان شاء الله بتحصل اللى تريده	Oman
عاجل المتحدث باسم الحكومه فى رام الله طارق رشماوى صفا الموظفون المحالون للتقاعد المبكر فى قطاع غزه هم من	Palestine
شوبير مجدى سيف	Egypt
الاجازه فى الدراسه كانت امتع بكتير من الاجازه فى الاجازه	Lebanon
اطربنى يا وحشش	Bahrain
من اجل الجزائر من اجل البقاء الازدهار من المهم ان نكون قادرين على التكى مع التغيير دون خيانه جذورنا التاريخيه والثقافيه الدينيه	Algeria
من تعنى لوصلك  ترده كسير	Saudi_Arabia
بسم الله الرحمن الرحيم صلى الله عليه وعلى اله وسلم	Somalia
عندى بعد وحده طالع خنيث هى كانت اخر مره املط وجهى	Iraq
اى صح تستاهل شلون جنت حعرف رسموها رسامين بدونك	Iraq
وانتوا بتلعبوا ايه بقى ان شاء الله	Egypt
يوما ما لو شعرت بالحزن فقط تعال الى لنتكلم لا اوعدك باننى ساجعلك تضحك ولكن ىمكننى ان ابكى معك	Tunisia
عارفين العروسه مين يولاد	Egypt
اح بك للحد الذى اسال نفسى يات رى هل انت جزء منى او جمىعى	Syria
اخوانى اكرمكم الله ما قصه ان الشيخ رضا سو صفحه فى الرد على الشيخ فركوس او شيئا من هذا القبيل طلبت منهم الدليل لكن كالعاده قال لى	Algeria
هالل يل لو وتك يزور	Saudi_Arabia
هه ربى يحفظكم انتم الاثنين	Iraq
شفت ابو بريص بالمطبخ صار يدور بالركوه متل الصاروخ قام حطيناه هو الركوه برا البيت قدام الباب خلى الجار ياخدا	Syria
مع الاخوه الزملاء الاعلاميين فى امسيه من انت وتدشين كليب طواريق شكرا لفريق سبقتكم التطوعى على دعوتهم الكريمه	Iraq
يستح قك فقط	Kuwait
انا شهر  راجع احس اعرف شنو الاخبار وحدى استانست بس تكفه اكد احساسى	Kuwait
عذبتنى بالهوى يازين وتعذيب الاحباب راضى به	United_Arab_Emirates
اهدا من كذا	Syria
الل احفظنى من بين ىدى ومن خلفى وعن ىمىنى وعن شمالى ومن فوقى واعوذ بعظمتك ان اغتال من تحتى	Egypt
جميل ما همستى	Iraq
ما راح يعقل ولا يفهم	Iraq
كل سنه وانتى طيبه	Egypt
اهلا وسهلا ومرحبا	Somalia
اللهم انى احمدك على نعمه الايمان بك شرف الاسلام لك	Saudi_Arabia
والله انت متلك متل غيرك ولا نقاش فى ذالك	Iraq
اللهم ابتسامهه لا تغيب وقلب لا يحزن	Egypt
الله يرحمه رحمه الابرار والله اللى يعيضكم	Syria
ماشاءالله لا حول ولا قوه الا بالله العلى العظيم اىى دده	Saudi_Arabia
هادا خيرو بحب يتنكد وينكد علينا	Syria
ىعنى عزومه الشاورما دى كل المشكله ىعنى	Egypt
بقلمى كم جميله حياتنا حين نلبسها ثوب التحدى الصبر التحلى بالصلابه حين نواجه صعوباتها نردد حينها الله اكبر	Iraq
البلد الوحيده اللى المسلمين خرجوا منها الاندلس دونا عن بقيه البلاد لييه عشان اهلها مكنش	Egypt
سبحان الله ان شاء الله	Somalia
منيتها هذى كيفاش زعما توصل	Algeria
عندى خوش علاج بس شويه غالى	Kuwait
به راست جوان نوسوه منه	Iraq
اللهم اجعل قره عىنى فى الصلاه	Saudi_Arabia
انا فاشله فى انى اخلى الناس تحبنى زى ما بحبها ليه	Egypt
يارب سامحنى ان اخطات واغفر لى ان اذنبت وكن عونا لى ان ضعفت ربى انى لا اعلم ما تعلم فابعد عنى كل شر وطهرنى قبل ان حسن خاتمتى يارب	Kuwait
لقد نشرت صوره جديده على الفيس بوك	Syria
كنا سوا مع بعض بنتسلى رحت فين واختفيت	Egypt
كلنا عندنا ذاك الصديق الى ماندرى كيف تعرفنا عليه	Saudi_Arabia
انت لا تعلم فى اى طريق مخبا لك الفرح ولكن ايقن ان الله سيقودك اليه وتوكل على الله وكفى بالله وكيلا	Libya
محاضره تقيله بس كيفتنى	Egypt
ربنا يخليك ليا يا نور عينى	Egypt
اجمل المناظر الله اكبر الله اكبر الله اكبر لا اله الا الله الله اكبر الله اكبر ولله الحمد	Saudi_Arabia
لكن من الخاسر فى النهايه تخونه النتائج اول واحد يضحو بيه هو	Algeria
مثل هاذ التعليقات هى دعايه لبضاعه ان شاء الله تلقاى الشارى	Tunisia
اق ال ال اخ ار ال ين وا ال ين	Algeria
فى حوار كدا هيحصل فى حياتك لازم يقطم ضهرك ويوجع قلبك وتعرف انك كنت شايف الدنيا غلط يا ترجع تشوفها صح وتمشى لقدام يا هتفضل مكسور حزين على خيبات حياتك والله اعلم هتقوم امته	Egypt
استيقظ فى الصباح مبكرا على غير عادته جلس على طرف سريره يحدق فى الفراغ حوله وق غشيت عيناه سحابه من الحزن كان يسمع	Mauritania
الحياه لا تخل من الخطا فلا تجعل الخطا صيبه صححه بعدم الوقوع فيه فما لقنا تعلمين ومن لا يخطئ لا يتعلم صباح الخير	Saudi_Arabia
قام مستخدم بمتابعتك منذ اخر فحص يمكنك معرفتهم من خلال	Syria
هــو الليل لـو بى خير چــا محـد غفــه وعـافــه كروب عراق واحد	Iraq
كل اللى انا فيه ده	Egypt
وزر ئمارات به لباو هرش دات سر تورا	Iraq
مكه تجمعنا اول مره اشوف مسابقتهم	Syria
حفل تخريج الدفعه من طلاب القسم العام وتوديع المنتهى ايفادهم وختام الانشطه	Djibouti
حسبى الله لا اله الا هو عليه توكلت وهو رب العرش العظيم	Saudi_Arabia
متصليلك ركعتين ياماما ىنفعوكى عايزه تغنى حتى وانتى ميته	Egypt
والله انك انسايد ماى هارت يو دونت موڤ	Egypt
صحراء ميديا ائمه الساحل القيم والاخلاق تحافظ على استقرار المنطقه ائمه الساحل القيم والاخلاق تحافظ على استقرار المنطقه	Mauritania
تفوه ازار هذى لى تاخرت مسكو كمال	Iraq
الناس اذا نت لهم اكلوك	Algeria
مبحبش النفاق مبحبش انى اتصنع اسلوب مش اسلوبى مبحبش اطبل لحد مبحبش امشى مع الطيار مش ده بيعمل حاجه يبقا زيو وقتى ليا اسلوبى الى بعتز بى	Egypt
يجب محاربه الفساد القضاء عليه بكل الطرق من خلال تكون هيئات مستقله تبحث ملفات الفساد مع قضاء مستقل ولازم الشعب يكون واعى بهذا	Tunisia
تحليل صد من يه غاز هم جا دارد حرف بزند بالاخره اعتقاد به ازادى بيان هست	Oman
حاجه تفتح النفس كدا الصبحربنا يخليهم لبعض	Egypt
المنشطه الجميله تتمنى حظ موفق للاخوه المصريين شجع الخضر	Algeria
من بعد مزح ولعب	United_Arab_Emirates
انا بس ادخل تويتر بدخل عطول عالملف الشخصى بحس كانى بدخل غرفتى بسكر عحاالى الباب سمراء	Palestine
ناوك سرك وزران عراق كاندد درت	Iraq
ما عارفه ليه حسيت بيك مواليد البرج ده	Sudan
نبغيها منك يا منشن انت سيد المانيا الفوز ان شاء الله بافارى بايرن ليفربول	Iraq
ما زعلانه ابدا والله بس دا موضوع عشان كل واحده مصوره بنطلونها وفرحانه بيهو دا شنو العواره دى	Sudan
ما عاد ىمدىنى داخل عالاربعين	Jordan
توك مستهبل قولك حريه شخصيه زين نزلوك	Oman
	Oman
تويتر ترى قاعد ىهىنى كذا	Iraq
يتقرر الفشل الى حد كبير بالاشياء التى نسمح بحدوثها بينما يتقرر النجاح بالاشياء التى نحدثها روجر فريتس	Algeria
عليه افضل الصلاه وازكى السلام	Syria
قوه امنيه مكونه من اطقم تداهم محل تجارى فى مدينه انما وتلقى القبض على اشخاص كانوا داخل المحل ولاتتوفر معلومات الى فين تم اقتياد المعتقلين او الجهه الامنيه الذى داهمت عدن	Yemen
امضى بنا انا معك مقاتلون انا معك مجاهدون لبنان ينتفض	Lebanon
صباح الصداره والانتصار والسعاده	Syria
عساهم تحت التراب الى خلوه ينام بهالطريقه على التراب	Iraq
سنابشات الكلاب شايلين فلتر الورد	Jordan
ماكرهتك بس اختلف عندى شعورى	United_Arab_Emirates
لا هذى قويه جدا جدا جدا قول غيرها ابو عبدالله صحيح هالكلام	Bahrain
ما مل قلبك من زعلنا الى الحين بنموت واحنا ما عرفنا السعاده	United_Arab_Emirates
اختلف معك استاذى قائلها له ظروفه وعاشه معهم حينما قالها لذا لا نعيش ظروف غيرنا ونقتبسها فهى كلاشيهات سلبيه فى نظرى	Saudi_Arabia
لاتتغلى وانت غالى جعل ابيك الجنه	Kuwait
هذول اللى اصلا ماعندهم شخصيه شخصيات ضعيفه ويتقمصون ويتلونون حسب اللى جدامهم نفس القلص	Qatar
لو قيل لى اختر صفه من البشر وستزول عن بكره ابيها لاخترت الحماقه وبلا تردد لانها لو زالت زالت معها مشاكل الدنيا	Saudi_Arabia
تتحكم الظروف فى الرجال ولا يتحكم الرجال فى الظروف هيرودوت	Saudi_Arabia
منع كل المنتجات من الاستراد هذا كان مطلب المسسات العموميه ولماذا فتح راسمالها للخواص اذا سرقه موصوفه	Algeria
بحان الل وبحم ده بحان الل العظ يم	Palestine
انستقرام فينجر يا حطو تنتين قاف يا تنتين جيم	Syria
مركزه لو تبيه يصلح لكم قهوه كل شى ماشى	Saudi_Arabia
قالها عبدالمجيد لا تجبر الناس على وصالك من بغاك تعنالك	Saudi_Arabia
نستمد الهامنا من الوان المغرب الحبيب مساء الخير استخدم الالوان التى تناسب حياتك عالم جميل	Tunisia
الجنون يضرب من جديد	Tunisia
از لحاظ رنگ سال	Yemen
هادشى لى كاين الحره على الجهد تبا لهم	Morocco
اذكار الصباح المساء يا حى يا قيوم برحمتك استغيث اصلح لى شانى له ولا نى الى نفسى طرفه عين	Egypt
وعاجبتك افكارك ذى افحارى خارقه للطبيعه	Egypt
اون بنده خدا از بس عصب بود گرفت خوابد وگرنه بلا سرخودش ماورد	Yemen
